country,year,description,asset_category,cluster,asw,percent_rural,percent_rural_year,gini,gini_year,gdp,gdp_year,gdp_per_capita,gdp_per_capita_year
Nigeria,2018,has fan,3,2,0.887,50,2018,35.1,2018,421.74,2018,2125.8,2018
Nigeria,2018,roof,1,2,0.887,50,2018,35.1,2018,421.74,2018,2125.8,2018
Nigeria,2018,has television,2,3,0.8765,50,2018,35.1,2018,421.74,2018,2125.8,2018
Nigeria,2018,has refrigerator,3,3,0.8765,50,2018,35.1,2018,421.74,2018,2125.8,2018
Nigeria,2018,has mobile phone,2,3,0.8765,50,2018,35.1,2018,421.74,2018,2125.8,2018
Nigeria,2018,roof,1,3,0.8765,50,2018,35.1,2018,421.74,2018,2125.8,2018
Rwanda,2019,has television,2,1,0.993,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,has mattress,3,1,0.993,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,has cabinet,3,1,0.993,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,roof,1,1,0.993,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,has television,2,2,0.9922,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,has mattress,3,2,0.9922,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,has sofa,3,2,0.9922,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,roof,1,2,0.9922,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,has television,2,3,0.9922,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,has mattress,3,3,0.9922,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,has iron machine,3,3,0.9922,83,2019,43.7,2016,10.35,2019,806.3,2019
Rwanda,2019,roof,1,3,0.9922,83,2019,43.7,2016,10.35,2019,806.3,2019
South Africa,2016,has electricity,1,1,0.9411,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has refrigerator,3,1,0.9411,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has vacuum cleaner or floor polisher,3,1,0.9411,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has washing machine,3,1,0.9411,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has electricity,1,2,0.9408,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has refrigerator,3,2,0.9408,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has vacuum cleaner or floor polisher,3,2,0.9408,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has microwave,3,2,0.9408,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has electricity,1,3,0.9376,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has refrigerator,3,3,0.9376,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has vacuum cleaner or floor polisher,3,3,0.9376,35,2016,63,2014,323.59,2016,5735.1,2016
South Africa,2016,has washing machine,3,3,0.9376,35,2016,63,2014,323.59,2016,5735.1,2016
Senegal,2019,has television,2,1,0.9219,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,has refrigerator,3,1,0.9219,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,has computer,2,1,0.9219,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,roof,1,1,0.9219,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,has electricity,1,2,0.9211,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,has refrigerator,3,2,0.9211,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,has computer,2,2,0.9211,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,roof,1,2,0.9211,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,has electricity,1,3,0.9131,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,has television,2,3,0.9131,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,has computer,2,3,0.9131,52,2019,38.3,2018,23.4,2019,1462.7,2019
Senegal,2019,roof,1,3,0.9131,52,2019,38.3,2018,23.4,2019,1462.7,2019
Sierra Leone,2019,has electricity,1,1,0.9363,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has television,2,1,0.9363,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has refrigerator,3,1,0.9363,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has mobile phone,2,1,0.9363,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has electricity,1,2,0.9315,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has television,2,2,0.9315,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has refrigerator,3,2,0.9315,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,floor,1,2,0.9315,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has electricity,1,3,0.9303,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has refrigerator,3,3,0.9303,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has mobile phone,2,3,0.9303,58,2019,35.7,2018,4.08,2019,506.6,2019
Sierra Leone,2019,has motorcycle/scooter,5,3,0.9303,58,2019,35.7,2018,4.08,2019,506.6,2019
Togo,2013,has electricity,1,1,0.9165,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,has television,2,1,0.9165,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,has dvd/vcd player,3,1,0.9165,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,roof,1,1,0.9165,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,has electricity,1,2,0.9151,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,has television,2,2,0.9151,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,has dvd/vcd player,3,2,0.9151,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,floor,1,2,0.9151,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,has television,2,3,0.9141,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,has dvd/vcd player,3,3,0.9141,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,has fan,3,3,0.9141,61,2013,43.1,2015,6.02,2013,847.4,2013
Togo,2013,floor,1,3,0.9141,61,2013,43.1,2015,6.02,2013,847.4,2013
Tanzania,2022,has television,2,1,0.9076,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has refrigerator,3,1,0.9076,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has bed,3,1,0.9076,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has dvd/vcd player,3,1,0.9076,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has television,2,2,0.9046,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has refrigerator,3,2,0.9046,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has mobile phone,2,2,0.9046,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has dvd/vcd player,3,2,0.9046,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has television,2,3,0.9024,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has mobile phone,2,3,0.9024,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,mobile phone used financial transactions,2,3,0.9024,63,2022,40.5,2018,75.77,2022,1193.4,2022
Tanzania,2022,has dvd/vcd player,3,3,0.9024,63,2022,40.5,2018,75.77,2022,1193.4,2022
Uganda,2016,has electricity,1,1,0.9252,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,has television,2,1,0.9252,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,has dvd/vcd player,3,1,0.9252,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,has bed,3,1,0.9252,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,has television,2,2,0.9247,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,has dvd/vcd player,3,2,0.9247,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,has bed,3,2,0.9247,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,dwelling sprayed in the past 6 months,4,2,0.9247,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,has electricity,1,3,0.9231,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,has television,2,3,0.9231,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,has dvd/vcd player,3,3,0.9231,77,2016,42.8,2016,29.2,2016,753.7,2016
Uganda,2016,dwelling sprayed in the past 6 months,4,3,0.9231,77,2016,42.8,2016,29.2,2016,753.7,2016
Zambia,2018,has electricity,1,1,0.9287,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,has refrigerator,3,1,0.9287,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,floor,1,1,0.9287,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,roof,1,1,0.9287,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,has electricity,1,2,0.9078,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,has refrigerator,3,2,0.9078,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,has mobile phone,2,2,0.9078,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,has plow,4,2,0.9078,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,has electricity,1,3,0.9077,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,has television,2,3,0.9077,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,has refrigerator,3,3,0.9077,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zambia,2018,has mobile phone,2,3,0.9077,56,2018,55.9,2015,26.31,2018,1475.2,2018
Zimbabwe,2015,has television,2,1,0.9285,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has mobile phone,2,1,0.9285,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has computer,2,1,0.9285,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has cable,2,1,0.9285,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has electricity,1,2,0.9276,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has refrigerator,3,2,0.9276,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has computer,2,2,0.9276,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,roof,1,2,0.9276,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has electricity,1,3,0.9259,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has refrigerator,3,3,0.9259,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has computer,2,3,0.9259,68,2015,43,2018,19.96,2015,1410.3,2015
Zimbabwe,2015,has mobile phone,2,3,0.9259,68,2015,43,2018,19.96,2015,1410.3,2015
